row_id,donation_date,donor_id,donor_name,donation,mail_pref,state
54,11/12/2017,JM-15265,Janet Molinari,15,Post,New York
55,11/12/2017,JM-15265,Janet Molinari,1030,Post,New York
56,17/06/2017,TB-21055,Ted Butterfield,209,Email,New York
57,17/06/2017,TB-21055,Ted Butterfield,32,Email,New York
58,17/06/2017,TB-21055,Ted Butterfield,319,Email,New York
59,17/06/2017,TB-21055,Ted Butterfield,15,Email,New York
60,17/06/2017,TB-21055,Ted Butterfield,30,Email,New York
61,17/06/2017,TB-21055,Ted Butterfield,48,Email,New York
62,17/06/2017,TB-21055,Ted Butterfield,2,Email,New York
63,24/11/2016,KM-16720,Kunst Miller,14,Email,California
64,24/11/2016,KM-16720,Kunst Miller,26,Email,California
65,24/11/2016,KM-16720,Kunst Miller,147,Email,California
66,24/11/2016,KM-16720,Kunst Miller,80,Email,California
67,30/04/2016,PS-18970,Paul Stevenson,213,Do not Contact,Illinois
68,5/12/2015,BS-11590,Brendan Sweed,1113,Post,Arizona
69,5/12/2015,BS-11590,Brendan Sweed,168,Post,Arizona
70,4/06/2017,KD-16270,Karen Daniels,76,Email,Virginia
71,18/09/2017,HM-14980,Henry MacAllister,5,Email,New York
72,14/09/2018,TB-21520,Tracy Blumstein,19,Email,Michigan
73,26/04/2016,JE-15745,Joel Eaton,832,Email,Tennessee
74,26/04/2016,JE-15745,Joel Eaton,97,Email,Tennessee
75,26/04/2016,JE-15745,Joel Eaton,73,Email,Tennessee
76,9/12/2018,KB-16600,Ken Brennan,1,Post,Texas
77,9/12/2018,KB-16600,Ken Brennan,10,Post,Texas
78,9/12/2018,KB-16600,Ken Brennan,27,Post,Texas
79,26/11/2015,JE-15745,Joel Eaton,19,Email,Texas
80,12/06/2017,SC-20770,Stewart Carmichael,208,Post,Alabama
81,12/06/2017,SC-20770,Stewart Carmichael,17,Post,Alabama
82,12/10/2015,DN-13690,Duane Noonan,15,Email,California
83,12/10/2015,DN-13690,Duane Noonan,21,Email,California
84,3/09/2016,JC-16105,Julie Creighton,201,Post,North Carolina
85,13/11/2018,CS-12400,Christopher Schild,230,Do not Contact,Illinois
86,28/05/2018,PO-18865,Patrick O Donnel,302,Email,South Carolina
87,26/10/2018,PG-18895,Paul Gonzalez,20,Email,Minnesota
88,26/10/2018,PG-18895,Paul Gonzalez,6,Email,Minnesota
89,5/04/2017,GM-14455,Gary Mitchum,158,Do not Contact,Texas
90,17/09/2017,JS-15685,Jim Sink,20,Post,California
91,17/09/2017,JS-15685,Jim Sink,74,Post,California
92,17/09/2017,JS-15685,Jim Sink,6,Post,California
93,31/01/2016,KB-16315,Karl Braun,13,Email,Minnesota
94,31/01/2016,KB-16315,Karl Braun,53,Email,Minnesota
95,31/01/2016,KB-16315,Karl Braun,33,Email,Minnesota
96,6/11/2018,RB-19705,Roger Barcio,6,Do not Contact,Oregon
97,9/11/2018,PN-18775,Parhena Norris,97,Do not Contact,New York
98,17/06/2018,KD-16345,Katherine Ducich,51,Email,California
99,6/09/2017,ER-13855,Elpida Rittenbach,78,Post,Minnesota
100,29/08/2017,RB-19465,Rick Bensley,65,Do not Contact,Illinois
101,29/08/2017,RB-19465,Rick Bensley,96,Do not Contact,Illinois
102,29/08/2017,RB-19465,Rick Bensley,2,Do not Contact,Illinois
103,1/12/2017,GZ-14470,Gary Zandusky,24,Email,Minnesota
104,13/11/2016,LC-16870,Lena Cacioppo,239,Email,Colorado
105,13/11/2016,LC-16870,Lena Cacioppo,102,Email,Colorado
106,13/11/2016,LC-16870,Lena Cacioppo,37,Email,Colorado
107,23/11/2018,JM-15250,Janet Martin,74,Email,North Carolina
108,23/11/2018,JM-15250,Janet Martin,28,Email,North Carolina
109,23/11/2018,JM-15250,Janet Martin,3,Email,North Carolina
110,15/10/2016,PA-19060,Pete Armstrong,340,Do not Contact,Illinois
111,25/12/2018,CV-12805,Cynthia Voltz,42,Post,New York
112,3/11/2017,CL-12565,Clay Ludtke,76,Email,Iowa
113,3/11/2017,CL-12565,Clay Ludtke,27,Email,Iowa
114,25/08/2015,RC-19960,Ryan Crowe,40,Email,Ohio
115,25/08/2015,RC-19960,Ryan Crowe,5,Email,Ohio
116,25/08/2015,RC-19960,Ryan Crowe,24,Email,Ohio
117,25/08/2015,RC-19960,Ryan Crowe,130,Email,Ohio
118,2/03/2016,DK-13090,Dave Kipp,788,Email,Washington
119,5/04/2016,GG-14650,Greg Guthrie,158,Post,Tennessee
120,12/06/2017,SC-20725,Steven Cartwright,47,Email,Delaware
121,12/06/2017,SC-20725,Steven Cartwright,31,Email,Delaware
122,12/06/2017,SC-20725,Steven Cartwright,227,Email,Delaware
123,12/06/2017,SC-20725,Steven Cartwright,115,Email,Delaware
124,12/06/2017,SC-20725,Steven Cartwright,68,Email,Delaware
125,26/12/2015,AD-10180,Alan Dominguez,601,Do not Contact,Texas
126,20/09/2015,PF-19165,Philip Fox,618,Email,Illinois
127,5/11/2018,TS-21610,Troy Staebel,2,Email,Arizona
128,5/11/2018,TS-21610,Troy Staebel,244,Email,Arizona
129,6/11/2017,LS-16975,Lindsay Shagiari,81,Do not Contact,California
130,6/11/2017,LS-16975,Lindsay Shagiari,239,Do not Contact,California
131,2/02/2018,DW-13585,Dorothy Wardle,60,Post,Ohio
132,2/02/2018,DW-13585,Dorothy Wardle,78,Post,Ohio
133,2/02/2018,DW-13585,Dorothy Wardle,21,Post,Ohio
134,13/10/2017,LC-16885,Lena Creighton,20,Email,California
135,13/10/2017,LC-16885,Lena Creighton,35,Email,California
136,13/10/2017,LC-16885,Lena Creighton,12,Email,California
137,13/10/2017,LC-16885,Lena Creighton,4,Email,California
138,13/10/2017,LC-16885,Lena Creighton,76,Email,California
139,13/10/2017,LC-16885,Lena Creighton,66,Email,California
140,13/10/2017,LC-16885,Lena Creighton,43,Email,California
141,5/09/2017,JD-15895,Jonathan Doherty,83,Post,Pennsylvania
142,18/09/2018,SH-19975,Sally Hughsby,9,Post,California
143,18/09/2018,SH-19975,Sally Hughsby,11,Post,California
144,18/09/2018,SH-19975,Sally Hughsby,144,Post,California
145,22/12/2018,SG-20080,Sandra Glassco,839,Email,Missouri
146,7/09/2016,HA-14920,Helen Andreada,672,Email,California
147,22/10/2015,MG-17680,Maureen Gastineau,94,Do not Contact,Ohio
148,5/12/2017,JE-16165,Justin Ellison,384,Post,Wisconsin
149,5/12/2017,JE-16165,Justin Ellison,150,Post,Wisconsin
150,5/12/2017,JE-16165,Justin Ellison,1952,Post,Wisconsin
151,5/12/2017,JE-16165,Justin Ellison,172,Post,Wisconsin
152,13/03/2017,TW-21025,Tamara Willingham,158,Do not Contact,Arizona
153,13/03/2017,TW-21025,Tamara Willingham,203,Do not Contact,Arizona
154,31/05/2016,SP-20650,Stephanie Phelps,58,Post,California
155,31/05/2016,SP-20650,Stephanie Phelps,106,Post,California
156,31/05/2016,SP-20650,Stephanie Phelps,81,Post,California
157,28/05/2016,NK-18490,Neil Knudson,7,Do not Contact,Washington
158,1/03/2015,DB-13060,Dave Brooks,458,Email,Washington
159,20/11/2017,NP-18670,Nora Paige,15,Email,Oklahoma
160,20/11/2017,NP-18670,Nora Paige,945,Email,Oklahoma
161,11/05/2017,TT-21070,Ted Trevino,6,Email,California
162,28/12/2016,EM-13960,Eric Murdock,54,Email,Pennsylvania
163,16/11/2017,RD-19900,Ruben Dartt,28,Email,New Mexico
164,7/11/2017,MJ-17740,Max Jones,28,Email,Washington
165,8/09/2015,BM-11140,Becky Martin,10,Email,Texas
166,8/09/2015,BM-11140,Becky Martin,8160,Email,Texas
167,8/09/2015,BM-11140,Becky Martin,276,Email,Texas
168,8/09/2015,BM-11140,Becky Martin,1740,Email,Texas
169,8/09/2015,BM-11140,Becky Martin,32,Email,Texas
170,8/09/2015,BM-11140,Becky Martin,178,Email,Texas
171,8/09/2015,BM-11140,Becky Martin,144,Email,Texas
172,5/08/2015,CS-12130,Chad Sievert,21,Email,California
173,5/08/2015,CS-12130,Chad Sievert,111,Email,California
174,5/08/2015,CS-12130,Chad Sievert,340,Email,California
175,14/09/2015,JB-15400,Jennifer Braxton,52,Post,Illinois
176,14/09/2015,JB-15400,Jennifer Braxton,20,Post,Illinois
177,21/04/2018,SJ-20500,Shirley Jackson,97,Email,Texas
178,21/11/2016,JE-15745,Joel Eaton,397,Email,Ohio
179,21/11/2016,JE-15745,Joel Eaton,16,Email,Ohio
180,15/12/2016,JK-15640,Jim Kriz,3,Do not Contact,New York
181,5/12/2015,DK-13150,David Kendrick,25,Post,Illinois
182,5/12/2015,DK-13150,David Kendrick,409,Post,Illinois
183,19/11/2015,RM-19675,Robert Marley,504,Do not Contact,Louisiana
184,19/11/2015,RM-19675,Robert Marley,150,Do not Contact,Louisiana
185,19/11/2015,RM-19675,Robert Marley,29,Do not Contact,Louisiana
186,28/11/2017,SK-19990,Sally Knutson,7,Email,Connecticut
187,26/08/2015,FM-14290,Frank Merwin,177,Do not Contact,California
188,16/07/2017,AM-10360,Alice McCarthy,37,Post,Texas
189,16/07/2017,AM-10360,Alice McCarthy,20,Post,Texas
190,12/10/2016,MP-17470,Mark Packer,899,Do not Contact,New York
191,12/10/2016,MP-17470,Mark Packer,72,Do not Contact,New York
192,12/10/2016,MP-17470,Mark Packer,52,Do not Contact,New York
193,12/10/2016,MP-17470,Mark Packer,626,Do not Contact,New York
194,12/10/2016,MP-17470,Mark Packer,20,Do not Contact,New York
195,31/10/2016,MZ-17515,Mary Zewe,14,Post,California
196,21/03/2015,CB-12025,Cassandra Brandow,7,Email,Ohio
197,21/03/2015,CB-12025,Cassandra Brandow,6,Email,Ohio
198,6/11/2018,VM-21685,Valerie Mitchum,46,Do not Contact,New Jersey
199,6/07/2018,FH-14365,Fred Hopkins,3,Post,Pennsylvania
200,6/07/2018,FH-14365,Fred Hopkins,16,Post,Pennsylvania
201,24/06/2018,MB-17305,Maria Bertelson,22,Email,Ohio
202,3/08/2015,BS-11755,Bruce Stewart,219,Email,Colorado
203,3/08/2015,BS-11755,Bruce Stewart,3,Email,Colorado
204,17/12/2018,LC-17140,Logan Currie,66,Email,Texas
205,3/06/2018,HK-14890,Heather Kirkland,35,Post,Tennessee
206,9/12/2018,LE-16810,Laurel Elliston,445,Email,California
207,1/12/2018,JH-15985,Joseph Holt,84,Email,Michigan
208,1/12/2018,JH-15985,Joseph Holt,132,Email,Michigan
209,1/12/2018,JH-15985,Joseph Holt,16,Email,Michigan
210,1/12/2018,JH-15985,Joseph Holt,52,Email,Michigan
211,1/12/2018,JH-15985,Joseph Holt,92,Email,Michigan
212,9/02/2016,MS-17980,Michael Stewart,21,Post,Texas
213,2/01/2016,VW-21775,Victoria Wilson,24,Post,Ohio
214,2/01/2016,VW-21775,Victoria Wilson,452,Post,Ohio
215,2/01/2016,VW-21775,Victoria Wilson,63,Post,Ohio
216,2/01/2016,VW-21775,Victoria Wilson,1188,Post,Ohio
217,2/01/2016,VW-21775,Victoria Wilson,90,Post,Ohio
218,28/10/2017,JH-15910,Jonathan Howell,93,Email,California
219,28/10/2017,JH-15910,Jonathan Howell,302,Email,California
220,24/12/2016,JB-15925,Joni Blumstein,6,Email,Ohio
221,24/12/2016,JB-15925,Joni Blumstein,23,Email,Ohio
222,24/12/2016,JB-15925,Joni Blumstein,20,Email,Ohio
223,24/12/2016,JB-15925,Joni Blumstein,73,Email,Ohio
224,24/12/2016,JB-15925,Joni Blumstein,480,Email,Ohio
225,24/12/2016,JB-15925,Joni Blumstein,27,Email,Ohio
226,9/08/2016,DS-13180,David Smith,2,Post,Michigan
227,9/08/2016,DS-13180,David Smith,622,Post,Michigan
228,9/08/2016,DS-13180,David Smith,22,Post,Michigan
229,28/02/2016,VD-21670,Valerie Dominguez,162,Email,Tennessee
230,28/02/2016,VD-21670,Valerie Dominguez,390,Email,Tennessee
231,13/09/2015,EA-14035,Erin Ashbrook,19,Post,North Carolina
232,7/04/2018,CS-12400,Christopher Schild,234,Do not Contact,Florida
233,7/04/2018,CS-12400,Christopher Schild,621,Do not Contact,Florida
234,7/04/2018,CS-12400,Christopher Schild,5,Do not Contact,Florida
235,7/04/2018,CS-12400,Christopher Schild,258,Do not Contact,Florida
236,7/04/2018,CS-12400,Christopher Schild,618,Do not Contact,Florida
237,12/11/2018,DB-13120,David Bremer,11,Post,California
238,4/06/2017,KL-16645,Ken Lonsdale,26,Email,Illinois
239,4/06/2017,KL-16645,Ken Lonsdale,420,Email,Illinois
240,4/06/2017,KL-16645,Ken Lonsdale,12,Email,Illinois
241,4/06/2017,KL-16645,Ken Lonsdale,32,Email,Illinois
242,4/06/2017,KL-16645,Ken Lonsdale,177,Email,Illinois
243,4/06/2017,KL-16645,Ken Lonsdale,4,Email,Illinois
244,4/06/2017,KL-16645,Ken Lonsdale,7,Email,Illinois
245,1/06/2015,DW-13480,Dianna Wilson,2002,Do not Contact,Minnesota
246,1/06/2015,DW-13480,Dianna Wilson,167,Do not Contact,Minnesota
247,1/06/2015,DW-13480,Dianna Wilson,48,Do not Contact,Minnesota
248,1/06/2015,DW-13480,Dianna Wilson,1503,Do not Contact,Minnesota
249,1/06/2015,DW-13480,Dianna Wilson,26,Do not Contact,Minnesota
250,10/12/2017,LH-17155,Logan Haushalter,322,Email,California
251,11/09/2017,KC-16540,Kelly Collister,8,Email,California
252,11/09/2017,KC-16540,Kelly Collister,3347,Email,California
253,10/12/2017,DL-13315,Delfina Latchford,81,Email,New York
254,10/12/2017,DL-13315,Delfina Latchford,362,Email,New York
255,28/11/2016,DR-12880,Dan Reichenbach,12,Post,Illinois
256,28/11/2016,DR-12880,Dan Reichenbach,82,Post,Illinois
257,28/11/2016,DR-12880,Dan Reichenbach,54,Post,Illinois
258,28/11/2016,DR-12880,Dan Reichenbach,648,Post,Illinois
259,1/12/2018,CC-12670,Craig Carreira,20,Email,New York
260,1/12/2018,CC-12670,Craig Carreira,222,Email,New York
261,1/12/2018,CC-12670,Craig Carreira,18,Email,New York
262,8/06/2018,Dl-13600,Dorris liebe,2,Post,Texas
263,19/09/2015,SB-20290,Sean Braxton,3060,Post,Texas
264,19/09/2015,SB-20290,Sean Braxton,2520,Post,Texas
265,6/06/2017,RC-19825,Roy Collins,328,Email,Illinois
266,10/11/2016,AH-10210,Alan Hwang,80,Email,California
267,16/06/2018,CB-12535,Claudia Bergmann,14,Post,North Carolina
268,22/01/2017,PG-18895,Paul Gonzalez,8,Email,New Jersey
269,9/12/2018,CA-12310,Christine Abelman,37,Post,Ohio
270,9/12/2018,CA-12310,Christine Abelman,58,Post,Ohio
271,28/12/2018,KH-16690,Kristen Hastings,726,Post,California
272,30/07/2016,HA-14920,Helen Andreada,210,Email,California
273,30/07/2016,HA-14920,Helen Andreada,5,Email,California
274,30/07/2016,HA-14920,Helen Andreada,11,Email,California
275,16/09/2018,BB-10990,Barry Blumstein,9,Post,California
276,16/09/2018,BB-10990,Barry Blumstein,6,Post,California
277,13/10/2018,AG-10495,Andrew Gjertsen,12,Post,Pennsylvania
278,13/10/2018,AG-10495,Andrew Gjertsen,18,Post,Pennsylvania
279,13/10/2018,AG-10495,Andrew Gjertsen,60,Post,Pennsylvania
280,13/10/2018,AG-10495,Andrew Gjertsen,25,Post,Pennsylvania
281,26/09/2016,SC-20725,Steven Cartwright,2,Email,Texas
282,26/09/2016,SC-20725,Steven Cartwright,1114,Email,Texas
283,2/11/2016,JO-15280,Jas OCarroll,1039,Email,California
284,26/09/2016,TB-21520,Tracy Blumstein,142,Email,Oregon
285,26/09/2016,TB-21520,Tracy Blumstein,240,Email,Oregon
286,26/09/2016,TB-21520,Tracy Blumstein,31,Email,Oregon
287,18/12/2017,AH-10195,Alan Haines,254,Post,Florida
288,18/12/2017,AH-10195,Alan Haines,195,Post,Florida
289,18/12/2017,AH-10195,Alan Haines,961,Post,Florida
290,20/11/2017,NZ-18565,Nick Zandusky,19,Do not Contact,Ohio
291,20/11/2017,NZ-18565,Nick Zandusky,18,Do not Contact,Ohio
292,20/11/2017,NZ-18565,Nick Zandusky,256,Do not Contact,Ohio
293,20/11/2017,NZ-18565,Nick Zandusky,87,Do not Contact,Ohio
294,26/12/2015,KL-16555,Kelly Lampkin,300,Post,Colorado
295,26/12/2015,KL-16555,Kelly Lampkin,230,Post,Colorado
296,26/12/2015,KL-16555,Kelly Lampkin,218,Post,Colorado
297,26/12/2015,KL-16555,Kelly Lampkin,79,Post,Colorado
298,26/12/2015,KL-16555,Kelly Lampkin,28,Post,Colorado
299,28/10/2017,JD-15895,Jonathan Doherty,32,Post,New Jersey
300,28/10/2017,JD-15895,Jonathan Doherty,1082,Post,New Jersey
301,28/10/2017,JD-15895,Jonathan Doherty,57,Post,New Jersey
302,28/10/2017,JD-15895,Jonathan Doherty,78,Post,New Jersey
303,28/10/2017,JD-15895,Jonathan Doherty,14,Post,New Jersey
304,19/11/2018,JH-15910,Jonathan Howell,219,Email,Illinois
305,4/05/2016,AS-10225,Alan Schoenberger,27,Post,New York
306,30/12/2015,KB-16600,Ken Brennan,10,Post,Michigan
307,1/06/2015,CR-12625,Corey Roper,45,Do not Contact,New Jersey
308,1/06/2015,CR-12625,Corey Roper,289,Do not Contact,New Jersey
309,15/04/2018,SH-20395,Shahid Hopkins,5,Email,Virginia
310,12/09/2017,BP-11185,Ben Peterman,15,Post,Colorado
311,12/09/2017,BP-11185,Ben Peterman,467,Post,Colorado
312,12/09/2017,BP-11185,Ben Peterman,15,Post,Colorado
313,12/09/2017,BP-11185,Ben Peterman,6,Post,Colorado
314,27/09/2015,TS-21205,Thomas Seio,88,Post,New Jersey
315,9/08/2015,AG-10525,Andy Gerbode,178,Post,Florida
316,9/08/2015,AG-10525,Andy Gerbode,16,Post,Florida
317,28/12/2015,SP-20860,Sung Pak,99,Post,Pennsylvania
318,4/11/2015,NM-18445,Nathan Mautz,136,Do not Contact,New York
319,4/11/2015,NM-18445,Nathan Mautz,3992,Do not Contact,New York
320,4/11/2015,NM-18445,Nathan Mautz,276,Do not Contact,New York
321,4/11/2015,NM-18445,Nathan Mautz,360,Do not Contact,New York
322,4/11/2015,NM-18445,Nathan Mautz,44,Do not Contact,New York
323,19/09/2015,FA-14230,Frank Atkinson,7,Post,California
324,23/04/2017,GK-14620,Grace Kelly,252,Post,California
325,23/04/2017,GK-14620,Grace Kelly,100,Post,California
326,3/11/2018,DJ-13510,Don Jones,16,Post,Tennessee
327,30/08/2017,PO-18850,Patrick OBrill,291,Email,Pennsylvania
328,30/08/2017,PO-18850,Patrick OBrill,54,Email,Pennsylvania
329,30/08/2017,PO-18850,Patrick OBrill,787,Email,Pennsylvania
330,30/08/2017,PO-18850,Patrick OBrill,100,Email,Pennsylvania
331,30/08/2017,PO-18850,Patrick OBrill,38,Email,Pennsylvania
332,25/04/2017,JL-15850,John Lucas,83,Email,Pennsylvania
333,25/04/2017,JL-15850,John Lucas,21,Email,Pennsylvania
334,25/04/2017,JL-15850,John Lucas,5,Email,Pennsylvania
335,1/09/2016,DB-13615,Doug Bickford,5,Email,California
336,1/09/2016,DB-13615,Doug Bickford,960,Email,California
337,1/09/2016,DB-13615,Doug Bickford,14,Email,California
338,12/07/2015,AC-10420,Alyssa Crouse,8,Post,California
339,12/07/2015,AC-10420,Alyssa Crouse,698,Post,California
340,22/06/2016,KL-16645,Ken Lonsdale,5,Email,Utah
341,13/04/2015,JD-15895,Jonathan Doherty,18,Post,Pennsylvania
342,13/04/2015,JD-15895,Jonathan Doherty,510,Post,Pennsylvania
343,13/04/2015,JD-15895,Jonathan Doherty,31,Post,Pennsylvania
344,13/04/2015,JD-15895,Jonathan Doherty,72,Post,Pennsylvania
345,20/12/2016,CS-12130,Chad Sievert,89,Email,Texas
346,15/06/2018,CC-12550,Clay Cheatham,48,Email,California
347,8/07/2018,TD-20995,Tamara Dahlen,8,Email,Massachusetts
348,8/07/2018,TD-20995,Tamara Dahlen,25,Email,Massachusetts
349,8/07/2018,TD-20995,Tamara Dahlen,13,Email,Massachusetts
350,1/09/2017,AB-10060,Adam Bellavance,7,Do not Contact,New York
351,1/09/2017,AB-10060,Adam Bellavance,25,Do not Contact,New York
352,1/09/2017,AB-10060,Adam Bellavance,3,Do not Contact,New York
353,1/09/2017,AB-10060,Adam Bellavance,49,Do not Contact,New York
354,1/09/2017,AB-10060,Adam Bellavance,4355,Do not Contact,New York
355,8/04/2017,JL-15505,Jeremy Lonsdale,389,Email,New York
356,8/04/2017,JL-15505,Jeremy Lonsdale,8,Email,New York
357,8/04/2017,JL-15505,Jeremy Lonsdale,17,Email,New York
358,8/04/2017,JL-15505,Jeremy Lonsdale,34,Email,New York
359,23/04/2017,HK-14890,Heather Kirkland,36,Post,North Carolina
360,8/03/2018,VB-21745,Victoria Brennan,648,Post,Georgia
361,8/03/2018,VB-21745,Victoria Brennan,21,Post,Georgia
362,25/09/2018,KW-16435,Katrina Willman,21,Email,New York
363,25/09/2018,KW-16435,Katrina Willman,489,Email,New York
364,25/09/2018,KW-16435,Katrina Willman,6,Email,New York
365,25/09/2018,KW-16435,Katrina Willman,47,Email,New York
366,24/09/2015,JD-16060,Julia Dunbar,212,Email,California
367,21/10/2017,MK-17905,Michael Kennedy,23,Post,Connecticut
368,21/10/2017,MK-17905,Michael Kennedy,7,Post,Connecticut
369,21/10/2017,MK-17905,Michael Kennedy,105,Post,Connecticut
370,21/10/2017,MK-17905,Michael Kennedy,1044,Post,Connecticut
371,29/05/2018,GT-14755,Guy Thornton,26,Email,Texas
372,29/05/2018,GT-14755,Guy Thornton,53,Email,Texas
373,23/07/2015,AG-10900,Arthur Gainer,8,Email,Arizona
374,23/07/2015,AG-10900,Arthur Gainer,1024,Email,Arizona
375,23/07/2015,AG-10900,Arthur Gainer,9,Email,Arizona
376,23/07/2015,AG-10900,Arthur Gainer,479,Email,Arizona
377,28/09/2017,MM-18280,Muhammed MacIntyre,99,Post,Illinois
378,27/08/2018,AR-10405,Allen Rosenblatt,1488,Post,Massachusetts
379,28/04/2016,RA-19915,Russell Applegate,9,Email,Texas
380,28/04/2016,RA-19915,Russell Applegate,24,Email,Texas
381,28/04/2016,RA-19915,Russell Applegate,12,Email,Texas
382,28/10/2017,AS-10285,Alejandro Savely,51,Post,California
383,28/10/2017,AS-10285,Alejandro Savely,50,Post,California
384,26/06/2016,LA-16780,Laura Armstrong,42,Post,Michigan
385,27/11/2016,DO-13435,Denny Ordway,375,Email,Florida
386,27/11/2016,DO-13435,Denny Ordway,84,Email,Florida
387,3/12/2016,DK-13225,Dean Katz,482,Post,Pennsylvania
388,3/12/2016,DK-13225,Dean Katz,3,Post,Pennsylvania
389,24/11/2015,NG-18430,Nathan Gelder,3,Email,Ohio
390,11/12/2018,MV-18190,Mike Vittorini,23,Email,New York
391,11/12/2018,MV-18190,Mike Vittorini,40,Email,New York
392,21/09/2015,JG-15115,Jack Garza,246,Email,Washington
393,21/09/2015,JG-15115,Jack Garza,1800,Email,Washington
394,7/06/2015,BP-11095,Bart Pistole,12,Post,Illinois
395,30/06/2018,VP-21730,Victor Preis,76,Do not Contact,Nevada
396,17/10/2018,SS-20140,Saphhira Shifley,50,Post,Rhode Island
397,17/10/2018,SS-20140,Saphhira Shifley,13,Post,Rhode Island
398,31/10/2016,HP-14815,Harold Pawlan,70,Do not Contact,Michigan
399,8/09/2017,AG-10675,Anna Gayman,36,Email,Texas
400,8/09/2017,AG-10675,Anna Gayman,2396,Email,Texas
401,8/09/2017,AG-10675,Anna Gayman,131,Email,Texas
402,8/09/2017,AG-10675,Anna Gayman,58,Email,Texas
403,24/12/2015,LF-17185,Luke Foster,10,Email,Florida
404,16/04/2015,SP-20650,Stephanie Phelps,39,Post,North Carolina
405,24/12/2018,RF-19840,Roy Französisch,36,Email,New York
406,8/12/2018,KH-16510,Keith Herrera,180,Email,California
407,8/12/2018,KH-16510,Keith Herrera,1200,Email,California
408,8/12/2018,KH-16510,Keith Herrera,27,Email,California
409,8/12/2018,KH-16510,Keith Herrera,1004,Email,California
410,8/12/2018,KH-16510,Keith Herrera,10,Email,California
411,8/12/2018,KH-16510,Keith Herrera,28,Email,California
412,8/12/2018,KH-16510,Keith Herrera,56,Email,California
